,player,age,ws_3,mp_3,ws_2,mp_2,ws_1,mp_1,ws_target,mp_target,avg,proj_marcel,hybrid_pred
789,Kelvin Cato,27.0,0.144,545.0,0.128,1581.0,0.128,624.0,0.133,1917.0,0.11,0.129088626852,0.126557841897
791,Kyle Korver,27.0,0.086,2563.0,0.097,2288.0,0.116,1732.0,0.095,1874.0,0.11,0.106902667399,0.107688561082
792,Nene Hilario,30.0,0.188,2755.0,0.201,2291.0,0.117,1110.0,0.116,1659.0,0.11,0.161525912493,0.148749127984
794,Tayshaun Prince,33.0,0.062,2562.0,0.048,2087.0,0.065,2631.0,0.038,1948.0,0.11,0.0622593087252,0.0589240193367
795,Joe Johnson,23.0,0.075,1916.0,0.06,2255.0,0.047,3331.0,0.112,3240.0,0.11,0.0554913994458,0.0711593180895
796,Toni Kukoc,35.0,0.14,1597.0,0.063,1494.0,0.112,1704.0,0.096,1522.0,0.11,0.101208496472,0.0884527862072
797,Jason Collins,26.0,0.104,1407.0,0.119,1900.0,0.105,2220.0,0.073,2542.0,0.11,0.110470706645,0.112522408366
799,Theo Ratliff,29.0,0.149,1795.0,0.138,1800.0,0.012,82.0,0.077,2518.0,0.11,0.131381774207,0.124909892678
800,Darrell Armstrong,33.0,0.205,1502.0,0.149,2590.0,0.151,2767.0,0.134,2730.0,0.11,0.150949164142,0.134356036782
801,Malik Allen,29.0,0.1,519.0,0.068,701.0,0.073,638.0,0.045,1096.0,0.11,0.0802940798032,0.0814595967531
803,Gary Payton*,29.0,0.187,3015.0,0.174,3162.0,0.193,3213.0,0.19,3145.0,0.11,0.184506682465,0.170093551278
805,P.J. Brown,29.0,0.087,2942.0,0.139,2592.0,0.152,2362.0,0.153,1611.0,0.11,0.139388631384,0.131720021367
807,Drew Gooden,28.0,0.139,2238.0,0.074,2122.0,0.102,1264.0,0.121,1755.0,0.11,0.097787739928,0.0981370359659
809,Ervin Johnson,33.0,0.136,2261.0,0.14,1027.0,0.111,2129.0,0.123,1981.0,0.11,0.118171885182,0.106478840113
811,Corliss Williamson,25.0,-0.062,609.0,0.064,1992.0,0.076,2819.0,0.086,1374.0,0.11,0.07250394767,0.0820303708315
813,John Stockton*,37.0,0.226,2896.0,0.206,1858.0,0.217,1410.0,0.222,2432.0,0.11,0.206126985151,0.174088999629
814,Rik Smits,33.0,0.105,1518.0,0.141,2085.0,0.13,1271.0,0.099,1852.0,0.11,0.130263370153,0.116762772202
815,Scott Padgett,26.0,0.013,432.0,0.158,127.0,0.13,1295.0,0.091,1321.0,0.11,0.126324044587,0.12600569427
817,Bonzi Wells,27.0,0.143,1995.0,0.122,2348.0,0.08,2396.0,0.023,1872.0,0.11,0.0995066054711,0.101398035884
818,Luke Ridnour,31.0,0.168,1759.0,0.089,2159.0,0.09,1750.0,0.084,2474.0,0.11,0.097808807957,0.0927575975657
820,Rodney Stuckey,28.0,0.131,1644.0,0.055,2171.0,0.053,1950.0,0.103,1874.0,0.11,0.0632267667393,0.068742915988
821,Chauncey Billups,28.0,0.156,2355.0,0.204,2327.0,0.198,2758.0,0.202,2866.0,0.11,0.193165067471,0.179256662726
822,Carmelo Anthony,22.0,0.098,2995.0,0.09,2608.0,0.153,2941.0,0.14,2486.0,0.11,0.132845439201,0.138748854399
824,Mark Blount,29.0,0.081,415.0,0.059,1403.0,0.131,2402.0,0.063,2130.0,0.11,0.114312724822,0.110392794013
827,Shandon Anderson,26.0,0.056,1066.0,0.127,1602.0,0.088,1072.0,0.087,2700.0,0.11,0.10312722484,0.106276646256
829,Mike Conley,26.0,0.111,2872.0,0.141,2174.0,0.172,2757.0,0.161,2446.0,0.11,0.157496619813,0.152518257499
830,Dikembe Mutombo*,38.0,0.158,2907.0,0.076,514.0,0.122,1494.0,0.186,1212.0,0.11,0.122059579574,0.10078972578
831,Karl Malone*,39.0,0.249,2947.0,0.217,2895.0,0.155,3040.0,0.182,2936.0,0.11,0.176474944968,0.145271599293
832,Brian Grant,29.0,0.185,1525.0,0.128,1322.0,0.151,2771.0,0.103,2256.0,0.11,0.147877751981,0.138940170407
834,Kirk Hinrich,30.0,0.072,2380.0,0.092,1339.0,0.077,2481.0,0.068,2157.0,0.11,0.081000714589,0.0802614241838
835,Speedy Claxton,28.0,0.127,1595.0,0.096,1866.0,0.072,2019.0,-0.034,1054.0,0.11,0.085547972319,0.0877270847559
838,Gordan Giricek,29.0,0.056,2041.0,0.053,1660.0,-0.01,956.0,0.076,1188.0,0.11,0.032349046924,0.0406816601753
839,Brendan Haywood,27.0,0.123,1484.0,0.134,1865.0,0.099,1879.0,0.095,1740.0,0.11,0.112753753556,0.112665042281
840,Jermaine O'Neal,28.0,0.155,2788.0,0.118,1530.0,0.131,1802.0,0.091,2459.0,0.11,0.131066892855,0.126441434026
842,Andre Iguodala,28.0,0.134,3269.0,0.101,3193.0,0.13,2469.0,0.158,2209.0,0.11,0.120591259294,0.117531612515
844,Iman Shumpert,24.0,0.068,1705.0,0.094,996.0,0.048,1962.0,0.047,1545.0,0.11,0.0632293288671,0.0759411007166
845,Ray Allen,24.0,0.092,2532.0,0.102,3287.0,0.146,1719.0,0.157,3070.0,0.11,0.122983342501,0.126762732863
847,Caron Butler,32.0,0.061,2783.0,0.067,867.0,0.059,1871.0,0.091,1879.0,0.11,0.0637339255247,0.0619774460793
849,Pau Gasol,34.0,0.165,2430.0,0.107,1655.0,0.076,1884.0,0.187,2681.0,0.11,0.0961142426415,0.0859189927578
853,Steve Nash,35.0,0.225,2682.0,0.181,2780.0,0.14,2484.0,0.178,2660.0,0.11,0.158361709517,0.137062251568
855,Antonio Davis,34.0,0.118,2479.0,0.127,2729.0,0.105,2978.0,0.055,1894.0,0.11,0.111513890492,0.0990169644356
857,Al Harrington,25.0,0.075,2467.0,0.116,2441.0,0.03,2550.0,0.065,2782.0,0.11,0.0627810306619,0.0737610608339
858,Dirk Nowitzki,28.0,0.19,2915.0,0.248,3020.0,0.275,3089.0,0.278,2820.0,0.11,0.254613655587,0.23151935637
859,Charlie Bell,29.0,0.123,1283.0,0.068,2848.0,0.038,1628.0,0.059,1783.0,0.11,0.0598473717181,0.0640692859888
861,Matt Barnes,33.0,0.142,1020.0,0.142,1440.0,0.146,2058.0,0.097,1735.0,0.11,0.142298179428,0.12699817121
862,David Wesley,29.0,0.097,2991.0,0.098,2845.0,0.124,1848.0,0.106,2760.0,0.11,0.111004389453,0.107579216361
865,Michael Curry,31.0,0.126,1217.0,0.071,1978.0,0.07,1146.0,0.06,1611.0,0.11,0.078121485848,0.0760135352612
867,Troy Murphy,24.0,0.046,1448.0,0.122,2510.0,0.104,610.0,0.107,2375.0,0.11,0.111072361685,0.116632461548
869,Rafer Alston,28.0,0.059,600.0,0.059,980.0,0.11,2581.0,0.098,2717.0,0.11,0.101735827119,0.101495191455
873,Rashard Lewis,30.0,0.155,2348.0,0.153,3076.0,0.16,2859.0,0.132,2369.0,0.11,0.155631471617,0.143735304475
874,Drew Gooden,24.0,0.043,1873.0,0.043,2134.0,0.163,2523.0,0.145,2174.0,0.11,0.122702430863,0.126523852348
875,Derek Anderson,26.0,0.139,1839.0,0.105,978.0,0.073,2201.0,0.166,2859.0,0.11,0.0877808545905,0.0932245403528
876,Chuck Hayes,29.0,0.098,1773.0,0.146,2079.0,0.028,1039.0,0.06,1209.0,0.11,0.0906049445378,0.0902291089296
878,Rodney Rogers,28.0,0.056,2480.0,0.063,2499.0,0.062,968.0,0.154,2286.0,0.11,0.0653159769962,0.0705194622278
879,Damon Stoudamire,25.0,0.072,2865.0,0.11,3311.0,0.079,2839.0,0.102,1673.0,0.11,0.0909079309149,0.0976831763983
882,Keyon Dooling,24.0,-0.01,155.0,0.016,969.0,0.013,1137.0,0.061,1184.0,0.11,0.0241481724241,0.0427023172379
883,Stephen Jackson,29.0,0.082,1806.0,0.073,2910.0,0.079,2479.0,0.077,2855.0,0.11,0.0788072220573,0.0801949948072
884,Jon Barry,31.0,0.116,374.0,0.156,736.0,0.157,1281.0,0.114,1010.0,0.11,0.151691357813,0.13858525455
886,Antonio McDyess,33.0,0.154,1797.0,0.128,1733.0,0.168,1729.0,0.141,2285.0,0.11,0.151441635119,0.134775146842
888,Gerald Henderson,27.0,0.026,1831.0,0.073,2133.0,0.071,2461.0,0.074,2315.0,0.11,0.0706331603841,0.076841250062
889,Luis Scola,31.0,0.165,2488.0,0.114,2671.0,0.11,2412.0,0.08,2067.0,0.11,0.116379235816,0.10855217278
890,Donyell Marshall,26.0,0.059,1022.0,0.078,2611.0,0.117,1250.0,0.088,2071.0,0.11,0.0972171814044,0.101250037551
891,Grant Hill,26.0,0.172,3260.0,0.223,3147.0,0.149,3294.0,0.189,1852.0,0.11,0.172772395018,0.165510490537
894,Jared Jeffries,24.0,0.049,292.0,0.014,1913.0,0.063,2007.0,0.076,1951.0,0.11,0.0521153012459,0.0664886534214
895,Channing Frye,26.0,0.024,1896.0,0.114,1342.0,0.054,746.0,0.141,2190.0,0.11,0.077047147155,0.0840953141451
896,Devin Harris,25.0,0.139,1275.0,0.151,2081.0,0.132,2022.0,0.145,2494.0,0.11,0.139493475931,0.139005616307
897,Kawhi Leonard,23.0,0.171,1534.0,0.166,1810.0,0.193,1923.0,0.204,2033.0,0.11,0.183872478072,0.180348858237
898,Richard Jefferson,24.0,0.117,1917.0,0.164,2879.0,0.168,3133.0,0.086,1355.0,0.11,0.164820917128,0.162346199155
900,Tierre Brown,25.0,0.006,403.0,0.044,168.0,-0.497,17.0,-0.021,1066.0,0.11,0.0498402060569,0.062754586339
903,Jason Terry,31.0,0.165,2798.0,0.182,2846.0,0.16,2579.0,0.14,2491.0,0.11,0.165004274284,0.149908527732
904,Mitch Richmond*,35.0,0.148,2569.0,0.082,1912.0,0.104,2397.0,0.065,1216.0,0.11,0.102872250705,0.0898679196835
906,Scott Williams,32.0,0.101,801.0,-0.054,46.0,0.124,1488.0,0.128,1272.0,0.11,0.119178998113,0.109134122729
907,Vince Carter,28.0,0.14,2385.0,0.136,1471.0,0.103,2785.0,0.159,2828.0,0.11,0.113442128035,0.111451223493
909,Jon Barry,35.0,0.18,1985.0,0.183,1473.0,0.122,1101.0,0.125,1505.0,0.11,0.147579826156,0.127892106771
910,Erick Dampier,33.0,0.119,1934.0,0.16,1915.0,0.165,1755.0,0.161,1836.0,0.11,0.155225118285,0.137992933393
911,Peja Stojakovic,25.0,0.133,1749.0,0.168,2905.0,0.179,2649.0,0.199,2450.0,0.11,0.172629809561,0.167188629508
912,Elton Brand,27.0,0.174,2670.0,0.169,3001.0,0.229,3099.0,0.18,3077.0,0.11,0.204516944145,0.190710529685
913,Ryan Anderson,24.0,0.161,911.0,0.216,1424.0,0.219,1964.0,0.125,2503.0,0.11,0.213478223669,0.203729584813
914,Robin Lopez,25.0,0.074,991.0,0.115,895.0,0.126,2136.0,0.176,2603.0,0.11,0.122766423163,0.124779090285
915,Al Harrington,28.0,0.065,2782.0,0.08,2563.0,0.118,2190.0,0.073,2546.0,0.11,0.100423049607,0.100378528237
916,Gordon Hayward,23.0,0.048,1218.0,0.116,2015.0,0.123,2104.0,0.062,2800.0,0.11,0.119032279761,0.125201568007
917,Amar'e Stoudemire,28.0,0.262,2677.0,0.149,1948.0,0.181,2838.0,0.134,2870.0,0.11,0.180015807521,0.168073132634
918,Gerald Wallace,29.0,0.172,2669.0,0.177,3119.0,0.111,2693.0,0.112,2076.0,0.11,0.137944387354,0.130491688848
920,Raja Bell,29.0,0.069,1173.0,0.088,2020.0,0.06,1790.0,0.11,2959.0,0.11,0.0727819193872,0.0750703662634
921,Mark Madsen,28.0,0.085,641.0,0.142,650.0,0.069,781.0,0.103,1246.0,0.11,0.0942081278098,0.095092728734
922,Serge Ibaka,24.0,0.164,2216.0,0.167,1792.0,0.181,2486.0,0.173,2666.0,0.11,0.176596500454,0.172361180186
923,Jason Maxiell,26.0,0.091,943.0,0.171,1768.0,0.141,1408.0,0.081,1550.0,0.11,0.14829428017,0.144691810012
924,Sasha Pavlovic,23.0,0.04,1144.0,0.046,862.0,0.03,813.0,0.098,1534.0,0.11,0.0462967971856,0.0633389651775
925,Shaun Livingston,28.0,0.073,1261.0,0.055,1092.0,0.086,1455.0,0.108,1974.0,0.11,0.0804692418786,0.083407536149
926,Darko Milicic,22.0,-0.031,254.0,0.073,767.0,0.082,1913.0,0.006,1663.0,0.11,0.083534141825,0.0968088358641
927,Marquis Daniels,27.0,0.086,1412.0,0.114,1766.0,0.036,800.0,0.028,1546.0,0.11,0.0821213954098,0.0866117030382
929,Milt Palacio,24.0,-0.041,394.0,0.076,1141.0,0.05,790.0,0.004,1976.0,0.11,0.0644273563528,0.0769600719213
930,Andrei Kirilenko,29.0,0.154,2217.0,0.122,1831.0,0.171,1681.0,0.109,1999.0,0.11,0.151925359147,0.142382994294
931,Stephon Marbury,28.0,0.142,3240.0,0.134,3254.0,0.171,3281.0,0.084,2193.0,0.11,0.156124901267,0.147753581405
933,Rasho Nesterovic,25.0,-0.049,30.0,0.082,1723.0,0.06,1233.0,0.089,2218.0,0.11,0.0737813775074,0.0831169933081
935,Eric Gordon,24.0,0.069,2229.0,0.12,2112.0,0.115,310.0,0.042,1264.0,0.11,0.111432094238,0.116938263178
936,Sean Rooks,31.0,0.13,425.0,0.052,315.0,0.051,1001.0,0.07,1553.0,0.11,0.0635772740972,0.0636433660984
937,Marcus Camby,36.0,0.148,2758.0,0.129,1925.0,0.142,2314.0,0.116,1540.0,0.11,0.136556049669,0.11671730876
938,Kendrick Perkins,24.0,0.082,1332.0,0.042,1576.0,0.156,1912.0,0.119,2253.0,0.11,0.121845092417,0.125794798136
942,Gilbert Arenas,24.0,0.109,2866.0,0.061,2066.0,0.169,3274.0,0.193,3384.0,0.11,0.141427065729,0.142449334264
943,Matt Barnes,32.0,0.135,2097.0,0.142,1020.0,0.142,1440.0,0.146,2058.0,0.11,0.138743014158,0.125773712993
944,Tony Delk,29.0,0.09,682.0,0.096,2288.0,0.084,1447.0,0.117,1873.0,0.11,0.0912180384568,0.0907505303621
945,David Lee,30.0,0.11,2634.0,0.113,2121.0,0.15,2907.0,0.16,2288.0,0.11,0.136123775327,0.12714420259
949,George Lynch,32.0,0.116,2416.0,0.118,2649.0,0.038,893.0,0.113,1497.0,0.11,0.091757340619,0.0858116447926
950,Pau Gasol,32.0,0.22,2403.0,0.232,3037.0,0.165,2430.0,0.107,1655.0,0.11,0.18940608417,0.168863281608
951,Jermaine O'Neal,30.0,0.131,1802.0,0.091,2459.0,0.035,1206.0,0.06,2027.0,0.11,0.0735301746303,0.0739076435566
952,Brian Grant,30.0,0.128,1322.0,0.151,2771.0,0.103,2256.0,0.139,2641.0,0.11,0.121300474088,0.114536806941
953,Channing Frye,28.0,0.054,746.0,0.141,2190.0,0.09,2541.0,0.106,1669.0,0.11,0.104568189198,0.103903964162
955,Rasho Nesterovic,27.0,0.06,1233.0,0.089,2218.0,0.107,2337.0,0.147,2353.0,0.11,0.100429874747,0.102183446288
956,Eric Piatkowski,30.0,0.108,1740.0,0.091,1242.0,0.064,1712.0,0.123,2144.0,0.11,0.0779183851826,0.0776401311159
957,Luol Deng,23.0,0.12,2604.0,0.176,3071.0,0.098,2128.0,0.085,1665.0,0.11,0.131971043477,0.136205986142
959,Avery Johnson,36.0,0.111,1672.0,0.117,2571.0,0.098,1290.0,0.106,1352.0,0.11,0.107036109192,0.091610044241
960,Erick Dampier,34.0,0.16,1915.0,0.165,1755.0,0.161,1836.0,0.14,1280.0,0.11,0.158202633976,0.138725712895
961,Rick Fox,31.0,0.093,2709.0,0.091,944.0,0.104,1473.0,0.107,2291.0,0.11,0.100430432267,0.0949872881174
962,Jameer Nelson,29.0,0.22,1309.0,0.13,1860.0,0.136,2319.0,0.099,1706.0,0.11,0.138726974386,0.131157502532
963,Lou Williams,26.0,0.13,1912.0,0.141,1747.0,0.174,1682.0,0.103,1119.0,0.11,0.158483935285,0.153358146548
965,David Wesley,31.0,0.124,1848.0,0.106,2760.0,0.117,3106.0,0.05,2487.0,0.11,0.113956859288,0.106491819024
968,Mike Bibby,27.0,0.146,1835.0,0.151,2980.0,0.133,3084.0,0.127,3167.0,0.11,0.13939493935,0.135323747993
970,Steve Francis,26.0,0.184,3194.0,0.091,2343.0,0.16,3318.0,0.107,3194.0,0.11,0.146926148446,0.143528029323
971,Brent Barry,31.0,0.131,2726.0,0.157,1778.0,0.191,3040.0,0.141,2480.0,0.11,0.174893960434,0.158319815993
972,Tim Thomas,30.0,0.054,1940.0,0.065,666.0,0.092,2054.0,0.042,1940.0,0.11,0.0861722717638,0.0846600681543
973,Tony Allen,30.0,0.085,887.0,0.1,889.0,0.152,1494.0,0.131,1525.0,0.11,0.134808848586,0.12602584064
977,Blue Edwards,32.0,0.053,1112.0,0.032,2773.0,-0.003,1439.0,0.052,1968.0,0.11,0.0220765488849,0.0265475511551
978,Shandon Anderson,27.0,0.127,1602.0,0.088,1072.0,0.087,2700.0,0.078,2396.0,0.11,0.0921512984184,0.0951423197985
979,Richard Hamilton,30.0,0.13,2825.0,0.141,2763.0,0.152,2424.0,0.095,2279.0,0.11,0.144656079195,0.134401097894
980,Shannon Brown,24.0,0.015,202.0,-0.102,240.0,0.067,477.0,0.096,1700.0,0.11,0.0523260544866,0.066668048501
981,Mark Jackson,37.0,0.146,2190.0,0.11,2588.0,0.123,2367.0,0.037,1467.0,0.11,0.118891940521,0.0998946428299
982,Lou Williams,24.0,0.112,1862.0,0.085,1919.0,0.13,1912.0,0.141,1747.0,0.11,0.117033463972,0.12170214951
984,Samuel Dalembert,26.0,0.104,1785.0,0.097,1761.0,0.117,2535.0,0.121,2724.0,0.11,0.112704025057,0.114421769977
986,Allen Iverson*,27.0,0.116,2853.0,0.19,2979.0,0.126,2622.0,0.127,3485.0,0.11,0.145599771425,0.140601173043
987,Andris Biedrins,24.0,0.185,2078.0,0.139,1863.0,0.101,763.0,0.088,1397.0,0.11,0.134141200805,0.136252686381
988,Mike Bibby,31.0,0.076,2784.0,0.063,1573.0,0.121,2740.0,0.104,2195.0,0.11,0.104535288371,0.0984786003828
989,Sam Cassell,33.0,0.152,2899.0,0.15,2709.0,0.158,2605.0,0.171,2700.0,0.11,0.152290167672,0.135496780276
992,Tony Delk,31.0,0.084,1447.0,0.117,1873.0,0.08,509.0,0.074,1340.0,0.11,0.102647722827,0.0968732684851
993,Tyson Chandler,31.0,0.218,2059.0,0.22,2061.0,0.207,2164.0,0.143,1662.0,0.11,0.206700286324,0.185371384025
994,Tom Gugliotta,28.0,0.065,2568.0,0.089,2835.0,0.103,3131.0,0.151,1582.0,0.11,0.0966934986189,0.0972065776587
997,Tony Battie,25.0,0.139,1121.0,0.12,1505.0,0.131,845.0,0.164,1819.0,0.11,0.128538582092,0.129688486457
998,Matt Barnes,31.0,0.069,2082.0,0.135,2097.0,0.142,1020.0,0.142,1440.0,0.11,0.127483542622,0.117996707559
999,Vitaly Potapenko,25.0,0.052,1412.0,0.076,1394.0,0.066,1797.0,0.087,1901.0,0.11,0.0715149971206,0.0811891704798
1000,Chuck Hayes,28.0,0.092,858.0,0.098,1773.0,0.146,2079.0,0.028,1039.0,0.11,0.129583414273,0.125179722905
1001,David Robinson*,34.0,0.227,147.0,0.269,2457.0,0.261,1554.0,0.238,2557.0,0.11,0.253327899888,0.219631329179
1004,Aaron McKie,25.0,0.115,827.0,0.113,2259.0,0.103,1625.0,0.036,1813.0,0.11,0.109735210089,0.113695964217
1006,Damon Jones,31.0,0.162,2576.0,0.077,2089.0,0.097,1173.0,0.108,1336.0,0.11,0.100548135883,0.0950875729322
1007,Vlade Divac,29.0,0.162,2807.0,0.119,2470.0,0.123,2840.0,0.157,1805.0,0.11,0.125645705579,0.120031610131
1008,Greg Buckner,30.0,0.024,703.0,0.153,1522.0,0.103,1758.0,0.076,1372.0,0.11,0.114125459427,0.108434334397
1010,Mehmet Okur,30.0,0.158,2664.0,0.134,2390.0,0.148,2409.0,0.126,2149.0,0.11,0.143599413603,0.133502289653
1011,Jermaine O'Neal,27.0,0.177,2864.0,0.155,2788.0,0.118,1530.0,0.131,1802.0,0.11,0.141240479848,0.136893495917
1013,Jason Williams,26.0,0.055,1805.0,0.026,2760.0,0.079,2290.0,0.02,2236.0,0.11,0.0619237513504,0.0712327808142
1014,Gerald Henderson,26.0,0.068,1661.0,0.026,1831.0,0.073,2133.0,0.071,2461.0,0.11,0.0632675719393,0.0723754316568
1016,Eric Snow,25.0,0.061,389.0,0.117,775.0,0.067,918.0,0.105,1716.0,0.11,0.0866742196886,0.0940821915865
1017,Rasheed Wallace,27.0,0.169,1414.0,0.156,2845.0,0.18,2940.0,0.158,2963.0,0.11,0.171050066269,0.162246987224
1018,Anthony Parker,34.0,0.127,2437.0,0.113,2634.0,0.063,2637.0,0.103,2289.0,0.11,0.0845462848126,0.0760807991028
1020,Sean Elliott,32.0,0.065,1012.0,0.113,1509.0,0.067,391.0,0.118,1229.0,0.11,0.0959682877311,0.0893930196762
1021,Glen Davis,25.0,0.128,940.0,0.108,1637.0,0.084,933.0,0.102,2298.0,0.11,0.101287931076,0.106511488557
1022,Rudy Gay,25.0,0.054,2945.0,0.096,3175.0,0.123,2152.0,0.12,2422.0,0.11,0.106894376695,0.111279532313
1024,Shawn Marion,33.0,0.101,2470.0,0.1,2385.0,0.12,2253.0,0.092,1919.0,0.11,0.111214428909,0.100561320782
1027,Tayshaun Prince,31.0,0.098,3057.0,0.091,1664.0,0.062,2562.0,0.048,2087.0,0.11,0.0745658200663,0.0729892253876
1028,Steve Nash,29.0,0.169,2387.0,0.167,2837.0,0.206,2711.0,0.162,2612.0,0.11,0.187827599721,0.172917976975
1029,Rasheed Wallace,35.0,0.123,2419.0,0.155,2346.0,0.114,2123.0,0.096,1780.0,0.11,0.126065197864,0.109593778849
1030,Eddie Jones,26.0,0.122,1981.0,0.15,2184.0,0.154,2998.0,0.166,2910.0,0.11,0.15088961445,0.146899357438
1032,Terrell Brandon,29.0,0.181,2868.0,0.136,1784.0,0.126,1217.0,0.159,2587.0,0.11,0.138451127378,0.130922600627
1033,Keith Bogans,28.0,0.058,1912.0,0.08,990.0,0.106,2198.0,0.096,1272.0,0.11,0.0981366373299,0.0984338968992
1034,Steve Smith,31.0,0.171,2857.0,0.162,1314.0,0.186,2689.0,0.155,2542.0,0.11,0.176643044075,0.15980707109
1035,Lance Stephenson,23.0,-0.093,115.0,-0.031,442.0,0.115,2278.0,0.13,2752.0,0.11,0.104163007472,0.112555161119
1037,Raymond Felton,24.0,0.051,2406.0,0.039,2832.0,0.054,2972.0,0.066,3086.0,0.11,0.0526902532005,0.066977545619
1039,Matt Barnes,27.0,0.028,715.0,0.075,631.0,0.099,1813.0,0.077,1414.0,0.11,0.0945336537745,0.0971686094999
1041,Shane Battier,30.0,0.153,2839.0,0.144,2988.0,0.135,2907.0,0.123,2031.0,0.11,0.138471651353,0.129141315818
1042,Eddy Curry,22.0,0.075,1150.0,0.107,1571.0,0.066,2154.0,0.115,1808.0,0.11,0.0811751288247,0.0948025435209
1043,Wesley Matthews,27.0,0.126,2758.0,0.104,2228.0,0.093,2403.0,0.142,2780.0,0.11,0.101311098656,0.102932974696
1044,Greg Ostertag,25.0,0.104,661.0,0.156,1818.0,0.084,1288.0,0.136,1340.0,0.11,0.115481157042,0.118583008647
1045,James Posey,27.0,0.08,2255.0,0.058,2238.0,0.104,2518.0,0.195,2451.0,0.11,0.0907265628495,0.0939307063818
1046,Shawn Marion,29.0,0.191,3146.0,0.214,3263.0,0.191,3010.0,0.153,2315.0,0.11,0.195583472622,0.179514363408
1048,Lindsey Hunter,34.0,0.059,1616.0,-0.041,673.0,0.067,661.0,0.058,1144.0,0.11,0.0463305115446,0.0435779690742
1049,Antawn Jamison,35.0,0.126,3096.0,0.115,2406.0,0.067,1842.0,0.07,2151.0,0.11,0.0919472409214,0.0805760324001
1050,Blake Griffin,25.0,0.185,2392.0,0.196,2598.0,0.205,2863.0,0.183,2356.0,0.11,0.200397538498,0.190805360675
1051,C.J. Miles,22.0,-0.062,373.0,0.134,689.0,0.086,1623.0,0.061,1497.0,0.11,0.0945177078506,0.106150746346
1052,Cory Joseph,23.0,0.001,266.0,0.113,388.0,0.148,936.0,0.149,1444.0,0.11,0.137927893035,0.141272321343
1055,Stephen Jackson,31.0,0.079,2479.0,0.077,2855.0,0.045,2339.0,0.077,3129.0,0.11,0.0614405310161,0.0618262588978
1056,Charlie Ward,28.0,0.064,787.0,0.099,1763.0,0.148,2317.0,0.094,1556.0,0.11,0.131400356272,0.12672521174
1059,John Starks,34.0,0.136,2042.0,0.101,2188.0,0.085,1686.0,0.026,1190.0,0.11,0.0964643921405,0.0862168073654
1060,Lindsey Hunter,31.0,0.109,1755.0,0.093,2919.0,0.109,2002.0,0.059,1616.0,0.11,0.103103443285,0.097260966897
1064,Troy Murphy,29.0,0.116,1852.0,0.141,2106.0,0.165,2482.0,0.159,2344.0,0.11,0.152959682925,0.143262609839
1065,Chris Bosh,27.0,0.159,2928.0,0.182,2526.0,0.177,2795.0,0.165,2007.0,0.11,0.17533710541,0.165892913938
1066,Ty Lawson,26.0,0.153,2103.0,0.157,2124.0,0.141,2513.0,0.136,2222.0,0.11,0.146694428187,0.143331095576
1069,Dahntay Jones,26.0,-0.114,154.0,0.066,649.0,0.029,967.0,0.019,1671.0,0.11,0.0457688014459,0.0574927777052
1071,Chauncey Billups,24.0,0.065,2216.0,0.075,1488.0,0.023,305.0,0.098,1790.0,0.11,0.0690123260425,0.0808597356081
1073,Jim Jackson,31.0,0.101,1175.0,0.049,2767.0,0.003,1690.0,0.073,1825.0,0.11,0.0328288882343,0.0374916493893
1074,Marreese Speights,24.0,0.146,1263.0,0.101,1016.0,0.11,734.0,0.096,1345.0,0.11,0.11521928118,0.120159119368
1076,Earl Watson,30.0,0.044,2152.0,0.061,2269.0,-0.005,1776.0,0.055,2322.0,0.11,0.0281033212314,0.0352711975574
1077,Grant Hill,27.0,0.223,3147.0,0.149,3294.0,0.189,1852.0,0.185,2776.0,0.11,0.175689364328,0.16619245708
1079,Isaiah Rider,28.0,0.093,2563.0,0.099,2786.0,0.086,1385.0,0.037,2084.0,0.11,0.0941872707173,0.0950745493174
1080,Deron Williams,26.0,0.177,3059.0,0.16,2505.0,0.177,2802.0,0.142,2465.0,0.11,0.172034296599,0.164882853627
1081,Dana Barros,31.0,0.116,2328.0,0.065,708.0,0.16,1686.0,0.139,1156.0,0.11,0.137384340688,0.126417055726
1082,Jerry Stackhouse,28.0,0.111,3148.0,0.137,3215.0,0.104,2685.0,0.114,2747.0,0.11,0.116084495665,0.113698557019
1084,Michael Curry,34.0,0.06,1611.0,0.055,1485.0,0.057,1912.0,0.06,1555.0,0.11,0.059725056953,0.0549696087837
1086,Hubert Davis,27.0,0.136,1697.0,0.151,1773.0,0.01,623.0,0.068,2378.0,0.11,0.102192292375,0.10368232429
1087,Shawn Kemp,32.0,0.205,1475.0,0.077,2492.0,0.041,1083.0,0.074,1232.0,0.11,0.0765597167299,0.0728861987591
1089,Karl Malone*,37.0,0.259,3030.0,0.252,1832.0,0.249,2947.0,0.217,2895.0,0.11,0.241732743449,0.204372003675
1090,Rasheed Wallace,33.0,0.127,2687.0,0.154,2780.0,0.123,2419.0,0.155,2346.0,0.11,0.131890808453,0.118146792054
1091,Steve Blake,34.0,0.04,1237.0,0.097,1175.0,0.058,1498.0,0.066,1529.0,0.11,0.0695117061556,0.0632933974266
1093,Leandro Barbosa,29.0,0.141,1705.0,0.065,786.0,0.052,1395.0,0.06,1382.0,0.11,0.0708738748257,0.0734475404024
1094,Raja Bell,31.0,0.06,1790.0,0.11,2959.0,0.095,2917.0,0.082,2646.0,0.11,0.0978563565374,0.0927982181311
